comment,cleaning,case_folding,normalisasi,tokenize,stopword removal,steming_data
Kekayaan Indonesia hanya untuk koruptor dan investor china😢,Kekayaan Indonesia hanya untuk koruptor dan investor china,kekayaan indonesia hanya untuk koruptor dan investor china,kekayaan indonesia hanya untuk koruptor dan investor china,"['kekayaan', 'indonesia', 'hanya', 'untuk', 'koruptor', 'dan', 'investor', 'china']","['kekayaan', 'indonesia', 'koruptor', 'investor', 'china']",kaya indonesia koruptor investor china
Di negara maju aja emang ada?,Di negara maju aja emang ada,di negara maju aja emang ada,di negara maju saja memang ada,"['di', 'negara', 'maju', 'saja', 'memang', 'ada']","['negara', 'maju']",negara maju
Tagih ke Gibran yg katanya siap menyediakan 19 juta lapangan pekerjaan baru waktu kampanye...,Tagih ke Gibran yg katanya siap menyediakan  juta lapangan pekerjaan baru waktu kampanye,tagih ke gibran yg katanya siap menyediakan  juta lapangan pekerjaan baru waktu kampanye,tagih ke gibran yang katanya siap menyediakan juta lapangan pekerjaan baru waktu kampanye,"['tagih', 'ke', 'gibran', 'yang', 'katanya', 'siap', 'menyediakan', 'juta', 'lapangan', 'pekerjaan', 'baru', 'waktu', 'kampanye']","['tagih', 'gibran', 'menyediakan', 'juta', 'lapangan', 'pekerjaan', 'kampanye']",tagih gibran sedia juta lapang kerja kampanye
"lumayan duit, pemerintah boro2 ngasih duit, gw aja ojol jaman2 covid ga dpt bantuan sama sekali",lumayan duit pemerintah boro ngasih duit gw aja ojol jaman covid ga dpt bantuan sama sekali,lumayan duit pemerintah boro ngasih duit gw aja ojol jaman covid ga dpt bantuan sama sekali,lumayan duit pemerintah boro mengasih duit gue saja ojol jaman covid tidak dapat bantuan sama sekali,"['lumayan', 'duit', 'pemerintah', 'boro', 'mengasih', 'duit', 'gue', 'saja', 'ojol', 'jaman', 'covid', 'tidak', 'dapat', 'bantuan', 'sama', 'sekali']","['lumayan', 'duit', 'pemerintah', 'boro', 'mengasih', 'duit', 'gue', 'ojol', 'jaman', 'covid', 'bantuan']",lumayan duit perintah boro asih duit gue ojol jaman covid bantu
Demi Rupiah Jangankan cuma retina nyawanya aja pasti diberikannya juga...🤭...Dijamin sukses bisnisnya di Negara +62,Demi Rupiah Jangankan cuma retina nyawanya aja pasti diberikannya jugaDijamin sukses bisnisnya di Negara ,demi rupiah jangankan cuma retina nyawanya aja pasti diberikannya jugadijamin sukses bisnisnya di negara ,demi rupiah jangankan cuma retina nyawanya saja pasti diberikannya jugadijamin sukses bisnisnya di negara,"['demi', 'rupiah', 'jangankan', 'cuma', 'retina', 'nyawanya', 'saja', 'pasti', 'diberikannya', 'jugadijamin', 'sukses', 'bisnisnya', 'di', 'negara']","['rupiah', 'retina', 'nyawanya', 'jugadijamin', 'sukses', 'bisnisnya', 'negara']",rupiah retina nyawa jugadijamin sukses bisnis negara
"Ada aroma tidak enak di kemudian hari ......ati2 buat yg udah scan retina ...bnyk2 berdoa .
Awas, jgn sembarangan ngasi data pribadi ke siapapun.","Ada aroma tidak enak di kemudian hari ati buat yg udah scan retina bnyk berdoa 
Awas jgn sembarangan ngasi data pribadi ke siapapun","ada aroma tidak enak di kemudian hari ati buat yg udah scan retina bnyk berdoa 
awas jgn sembarangan ngasi data pribadi ke siapapun",ada aroma tidak enak di kemudian hari ati buat yang sudah scan retina banyak berdoa awas jangan sembarangan mengasih data pribadi ke siapapun,"['ada', 'aroma', 'tidak', 'enak', 'di', 'kemudian', 'hari', 'ati', 'buat', 'yang', 'sudah', 'scan', 'retina', 'banyak', 'berdoa', 'awas', 'jangan', 'sembarangan', 'mengasih', 'data', 'pribadi', 'ke', 'siapapun']","['aroma', 'enak', 'ati', 'scan', 'retina', 'berdoa', 'awas', 'sembarangan', 'mengasih', 'data', 'pribadi']",aroma enak ati scan retina doa awas sembarang asih data pribadi
Emang bukan dongeng era yakju makjuj asli dan kroco2nya Dajjal bibit Dajjal,Emang bukan dongeng era yakju makjuj asli dan kroconya Dajjal bibit Dajjal,emang bukan dongeng era yakju makjuj asli dan kroconya dajjal bibit dajjal,memang bukan dongeng era yakju makjuj asli dan kroconya dajjal bibit dajjal,"['memang', 'bukan', 'dongeng', 'era', 'yakju', 'makjuj', 'asli', 'dan', 'kroconya', 'dajjal', 'bibit', 'dajjal']","['dongeng', 'era', 'yakju', 'makjuj', 'asli', 'kroconya', 'dajjal', 'bibit', 'dajjal']",dongeng era yakju makjuj asli kroco dajjal bibit dajjal
Ini fungsinya buat apa ya...,Ini fungsinya buat apa ya,ini fungsinya buat apa ya,ini fungsinya buat apa ya,"['ini', 'fungsinya', 'buat', 'apa', 'ya']","['fungsinya', 'ya']",fungsi ya
KLO 😮 world app di bekukan fikirin susahnya rakyat masyarakat yg dibawah 😅😅,KLO  world app di bekukan fikirin susahnya rakyat masyarakat yg dibawah ,klo  world app di bekukan fikirin susahnya rakyat masyarakat yg dibawah ,kalau world app di bekukan fikirin susahnya rakyat masyarakat yang dibawah,"['kalau', 'world', 'app', 'di', 'bekukan', 'fikirin', 'susahnya', 'rakyat', 'masyarakat', 'yang', 'dibawah']","['world', 'app', 'bekukan', 'fikirin', 'susahnya', 'rakyat', 'masyarakat', 'dibawah']",world app beku fikirin susah rakyat masyarakat bawah
Make problem and solved problem,Make problem and solved problem,make problem and solved problem,memakai problem and solved problem,"['memakai', 'problem', 'and', 'solved', 'problem']","['memakai', 'problem', 'and', 'solved', 'problem']",pakai problem and solved problem
Tolong beresin dong itu world gw udah ikut ikutan scan mata lg malah gk dapet apa apa,Tolong beresin dong itu world gw udah ikut ikutan scan mata lg malah gk dapet apa apa,tolong beresin dong itu world gw udah ikut ikutan scan mata lg malah gk dapet apa apa,tolong beresin dong itu world gue sudah ikut ikutan scan mata lagi malah tidak dapat apa apa,"['tolong', 'beresin', 'dong', 'itu', 'world', 'gue', 'sudah', 'ikut', 'ikutan', 'scan', 'mata', 'lagi', 'malah', 'tidak', 'dapat', 'apa', 'apa']","['tolong', 'beresin', 'world', 'gue', 'ikutan', 'scan', 'mata']",tolong resin world gue ikut scan mata
yang penting ambil uang y..orang awam manah pahaamm..kapan LG..bisa bantu rakyat kecil gw dukung 100%😄😄,yang penting ambil uang yorang awam manah pahaammkapan LGbisa bantu rakyat kecil gw dukung ,yang penting ambil uang yorang awam manah pahaammkapan lgbisa bantu rakyat kecil gw dukung ,yang penting ambil uang yorang awam manah pahaammkapan lgbisa bantu rakyat kecil gue dukung,"['yang', 'penting', 'ambil', 'uang', 'yorang', 'awam', 'manah', 'pahaammkapan', 'lgbisa', 'bantu', 'rakyat', 'kecil', 'gue', 'dukung']","['ambil', 'uang', 'yorang', 'awam', 'manah', 'pahaammkapan', 'lgbisa', 'bantu', 'rakyat', 'gue', 'dukung']",ambil uang yorang awam manah pahaammkapan lgbisa bantu rakyat gue dukung
"Mungkin retina itu mau di pasang untuk robot.😂😂 
Jdi robot2 itu punya nama dan id khusus..","Mungkin retina itu mau di pasang untuk robot 
Jdi robot itu punya nama dan id khusus","mungkin retina itu mau di pasang untuk robot 
jdi robot itu punya nama dan id khusus",mungkin retina itu mau di pasang untuk robot jadi robot itu punya nama dan id khusus,"['mungkin', 'retina', 'itu', 'mau', 'di', 'pasang', 'untuk', 'robot', 'jadi', 'robot', 'itu', 'punya', 'nama', 'dan', 'id', 'khusus']","['retina', 'pasang', 'robot', 'robot', 'nama', 'id', 'khusus']",retina pasang robot robot nama id khusus
Dengan adanya kejadian ini? Masih yakin menuju Indonesia emas?,Dengan adanya kejadian ini Masih yakin menuju Indonesia emas,dengan adanya kejadian ini masih yakin menuju indonesia emas,dengan adanya kejadian ini masih yakin menuju indonesia emas,"['dengan', 'adanya', 'kejadian', 'ini', 'masih', 'yakin', 'menuju', 'indonesia', 'emas']","['kejadian', 'indonesia', 'emas']",jadi indonesia emas
Bukti nyata pernyataan World Bank Sebut Kemiskinan Indonesia Capai 60% itu nyata,Bukti nyata pernyataan World Bank Sebut Kemiskinan Indonesia Capai  itu nyata,bukti nyata pernyataan world bank sebut kemiskinan indonesia capai  itu nyata,bukti nyata pernyataan world bank sebut kemiskinan indonesia capai itu nyata,"['bukti', 'nyata', 'pernyataan', 'world', 'bank', 'sebut', 'kemiskinan', 'indonesia', 'capai', 'itu', 'nyata']","['bukti', 'nyata', 'pernyataan', 'world', 'bank', 'kemiskinan', 'indonesia', 'capai', 'nyata']",bukti nyata nyata world bank miskin indonesia capai nyata
Strategi marketing S3,Strategi marketing S,strategi marketing s,strategi marketing si,"['strategi', 'marketing', 'si']","['strategi', 'marketing', 'si']",strategi marketing si
Untuk org2 yg sangat2 kekurangan nominal itu sangat besar . untuk semisal datanya bocor pun ga ada kerugian .karena mereka tidak memiliki apapun .dan untuk data scan retina di negara ini pun entah kapan dipakainya,Untuk org yg sangat kekurangan nominal itu sangat besar  untuk semisal datanya bocor pun ga ada kerugian karena mereka tidak memiliki apapun dan untuk data scan retina di negara ini pun entah kapan dipakainya,untuk org yg sangat kekurangan nominal itu sangat besar  untuk semisal datanya bocor pun ga ada kerugian karena mereka tidak memiliki apapun dan untuk data scan retina di negara ini pun entah kapan dipakainya,untuk orang yang sangat kekurangan nominal itu sangat besar untuk semisal datanya bocor pun tidak ada kerugian karena mereka tidak memiliki apapun dan untuk data scan retina di negara ini pun entah kapan dipakainya,"['untuk', 'orang', 'yang', 'sangat', 'kekurangan', 'nominal', 'itu', 'sangat', 'besar', 'untuk', 'semisal', 'datanya', 'bocor', 'pun', 'tidak', 'ada', 'kerugian', 'karena', 'mereka', 'tidak', 'memiliki', 'apapun', 'dan', 'untuk', 'data', 'scan', 'retina', 'di', 'negara', 'ini', 'pun', 'entah', 'kapan', 'dipakainya']","['orang', 'kekurangan', 'nominal', 'datanya', 'bocor', 'kerugian', 'memiliki', 'apapun', 'data', 'scan', 'retina', 'negara', 'dipakainya']",orang kurang nominal data bocor rugi milik apa data scan retina negara pakai
"Percayalah, bakal menyesal dikemudian hari!",Percayalah bakal menyesal dikemudian hari,percayalah bakal menyesal dikemudian hari,percayalah bakal menyesal dikemudian hari,"['percayalah', 'bakal', 'menyesal', 'dikemudian', 'hari']","['percayalah', 'menyesal', 'dikemudian']",percaya sesal kemudi
"Mana nichhhhh yang katanya buka lapangan kerjaaaaa .....???????????? 

Janji tinggal janji.. S1 maksimal pelamar dibawah umur 30 tahun... Kalau umur diatas 36 tahun masih bisa ngelamar  kerja kagak breeeee ???????????????","Mana nichhhhh yang katanya buka lapangan kerjaaaaa  

Janji tinggal janji S maksimal pelamar dibawah umur  tahun Kalau umur diatas  tahun masih bisa ngelamar  kerja kagak breeeee ","mana nichhhhh yang katanya buka lapangan kerjaaaaa  

janji tinggal janji s maksimal pelamar dibawah umur  tahun kalau umur diatas  tahun masih bisa ngelamar  kerja kagak breeeee ",mana nichhhhh yang katanya buka lapangan kerjaaaaa janji tinggal janji si maksimal pelamar dibawah umur tahun kalau umur diatas tahun masih bisa ngelamar kerja kagak breeeee,"['mana', 'nichhhhh', 'yang', 'katanya', 'buka', 'lapangan', 'kerjaaaaa', 'janji', 'tinggal', 'janji', 'si', 'maksimal', 'pelamar', 'dibawah', 'umur', 'tahun', 'kalau', 'umur', 'diatas', 'tahun', 'masih', 'bisa', 'ngelamar', 'kerja', 'kagak', 'breeeee']","['nichhhhh', 'buka', 'lapangan', 'kerjaaaaa', 'janji', 'tinggal', 'janji', 'si', 'maksimal', 'pelamar', 'dibawah', 'umur', 'umur', 'diatas', 'ngelamar', 'kerja', 'kagak', 'breeeee']",nichhhhh buka lapang kerjaaaaa janji tinggal janji si maksimal lamar bawah umur umur atas ngelamar kerja kagak breeeee
"Bagi yg udh login di apl tsb khususnya yg memiliki  tabungan di bank, mulailah utk berhati2 ada udang dibalik batu.
Oo iya satu lagi, dlm penomena sprti ini kita tdk bs sepenuhnya menyalahkan negara Krn pd dsrnya segala  keputusan ada pd diri kita masing2, jika ingin sukses maka kita musti kerja keras kita mesti punya prinsip kalau org lain bisa kenapa kita tidak, semoga Yg Maha kuasa egera membuka jalan tuk menuju hidup yg lebih baik terlebih bagi saudara2 kita yg masih kurang beruntung, aamiin 🤲🤲🤲","Bagi yg udh login di apl tsb khususnya yg memiliki  tabungan di bank mulailah utk berhati ada udang dibalik batu
Oo iya satu lagi dlm penomena sprti ini kita tdk bs sepenuhnya menyalahkan negara Krn pd dsrnya segala  keputusan ada pd diri kita masing jika ingin sukses maka kita musti kerja keras kita mesti punya prinsip kalau org lain bisa kenapa kita tidak semoga Yg Maha kuasa egera membuka jalan tuk menuju hidup yg lebih baik terlebih bagi saudara kita yg masih kurang beruntung aamiin ","bagi yg udh login di apl tsb khususnya yg memiliki  tabungan di bank mulailah utk berhati ada udang dibalik batu
oo iya satu lagi dlm penomena sprti ini kita tdk bs sepenuhnya menyalahkan negara krn pd dsrnya segala  keputusan ada pd diri kita masing jika ingin sukses maka kita musti kerja keras kita mesti punya prinsip kalau org lain bisa kenapa kita tidak semoga yg maha kuasa egera membuka jalan tuk menuju hidup yg lebih baik terlebih bagi saudara kita yg masih kurang beruntung aamiin ",bagi yang sudah login di apl tersebut khususnya yang memiliki tabungan di bank mulailah untuk berhati ada udang dibalik batu oo iya satu lagi dalam penomena seperti ini kita tidak bisa sepenuhnya menyalahkan negara karena pada dsrnya segala keputusan ada pada diri kita masing jika ingin sukses maka kita musti kerja keras kita mesti punya prinsip kalau orang lain bisa kenapa kita tidak semoga yang maha kuasa egera membuka jalan untuk menuju hidup yang lebih baik terlebih bagi saudara kita yang masih kurang beruntung amin,"['bagi', 'yang', 'sudah', 'login', 'di', 'apl', 'tersebut', 'khususnya', 'yang', 'memiliki', 'tabungan', 'di', 'bank', 'mulailah', 'untuk', 'berhati', 'ada', 'udang', 'dibalik', 'batu', 'oo', 'iya', 'satu', 'lagi', 'dalam', 'penomena', 'seperti', 'ini', 'kita', 'tidak', 'bisa', 'sepenuhnya', 'menyalahkan', 'negara', 'karena', 'pada', 'dsrnya', 'segala', 'keputusan', 'ada', 'pada', 'diri', 'kita', 'masing', 'jika', 'ingin', 'sukses', 'maka', 'kita', 'musti', 'kerja', 'keras', 'kita', 'mesti', 'punya', 'prinsip', 'kalau', 'orang', 'lain', 'bisa', 'kenapa', 'kita', 'tidak', 'semoga', 'yang', 'maha', 'kuasa', 'egera', 'membuka', 'jalan', 'untuk', 'menuju', 'hidup', 'yang', 'lebih', 'baik', 'terlebih', 'bagi', 'saudara', 'kita', 'yang', 'masih', 'kurang', 'beruntung', 'amin']","['login', 'apl', 'memiliki', 'tabungan', 'bank', 'berhati', 'udang', 'dibalik', 'batu', 'oo', 'iya', 'penomena', 'sepenuhnya', 'menyalahkan', 'negara', 'dsrnya', 'keputusan', 'sukses', 'musti', 'kerja', 'keras', 'mesti', 'prinsip', 'orang', 'semoga', 'maha', 'kuasa', 'egera', 'membuka', 'jalan', 'hidup', 'saudara', 'beruntung', 'amin']",login apl milik tabung bank hati udang balik batu oo iya penomena sepenuh salah negara dsrnya putus sukses musti kerja keras mesti prinsip orang moga maha kuasa egera buka jalan hidup saudara untung amin
Siap - siap Nanti ada yg ke rumah DC pinjol belain uang 800 rb ogahh amatt...!!!,Siap  siap Nanti ada yg ke rumah DC pinjol belain uang  rb ogahh amatt,siap  siap nanti ada yg ke rumah dc pinjol belain uang  rb ogahh amatt,siap siap nanti ada yang ke rumah dc pinjol membela uang ribu ogahh amat,"['siap', 'siap', 'nanti', 'ada', 'yang', 'ke', 'rumah', 'dc', 'pinjol', 'membela', 'uang', 'ribu', 'ogahh', 'amat']","['rumah', 'dc', 'pinjol', 'membela', 'uang', 'ribu', 'ogahh']",rumah dc pinjol bela uang ribu ogahh
Awokawok,Awokawok,awokawok,awokawok,['awokawok'],['awokawok'],awokawok
kasian Hercules gk bisa ikut 😂,kasian Hercules gk bisa ikut ,kasian hercules gk bisa ikut ,kasihan hercules tidak bisa ikut,"['kasihan', 'hercules', 'tidak', 'bisa', 'ikut']","['kasihan', 'hercules']",kasihan hercules
Gak bahaya ta sulitnya mencari pekerjaan indentitasnya di jual lama lama Indonesia tanpa tuan,Gak bahaya ta sulitnya mencari pekerjaan indentitasnya di jual lama lama Indonesia tanpa tuan,gak bahaya ta sulitnya mencari pekerjaan indentitasnya di jual lama lama indonesia tanpa tuan,tidak bahaya ta sulitnya mencari pekerjaan indentitasnya di jual lama lama indonesia tanpa tuan,"['tidak', 'bahaya', 'ta', 'sulitnya', 'mencari', 'pekerjaan', 'indentitasnya', 'di', 'jual', 'lama', 'lama', 'indonesia', 'tanpa', 'tuan']","['bahaya', 'ta', 'sulitnya', 'mencari', 'pekerjaan', 'indentitasnya', 'jual', 'indonesia', 'tuan']",bahaya ta sulit cari kerja indentitasnya jual indonesia tuan
"NKRI harga nego ... 
Kemiskinan pasti akan dipelihara, kalau ada yang bikin kebijakan ga waras rakyat ga bisa protes. Protes dalam keadaan perut kosong melelehkan akhirnya terima bansos jadi penurut. Seperti itu lah kondisi nya .","NKRI harga nego  
Kemiskinan pasti akan dipelihara kalau ada yang bikin kebijakan ga waras rakyat ga bisa protes Protes dalam keadaan perut kosong melelehkan akhirnya terima bansos jadi penurut Seperti itu lah kondisi nya ","nkri harga nego  
kemiskinan pasti akan dipelihara kalau ada yang bikin kebijakan ga waras rakyat ga bisa protes protes dalam keadaan perut kosong melelehkan akhirnya terima bansos jadi penurut seperti itu lah kondisi nya ",nkri harga nego kemiskinan pasti akan dipelihara kalau ada yang bikin kebijakan tidak waras rakyat tidak bisa protes protes dalam keadaan perut kosong melelehkan akhirnya terima bansos jadi penurut seperti itu lah kondisi ya,"['nkri', 'harga', 'nego', 'kemiskinan', 'pasti', 'akan', 'dipelihara', 'kalau', 'ada', 'yang', 'bikin', 'kebijakan', 'tidak', 'waras', 'rakyat', 'tidak', 'bisa', 'protes', 'protes', 'dalam', 'keadaan', 'perut', 'kosong', 'melelehkan', 'akhirnya', 'terima', 'bansos', 'jadi', 'penurut', 'seperti', 'itu', 'lah', 'kondisi', 'ya']","['nkri', 'harga', 'nego', 'kemiskinan', 'dipelihara', 'bikin', 'kebijakan', 'waras', 'rakyat', 'protes', 'protes', 'perut', 'kosong', 'melelehkan', 'terima', 'bansos', 'penurut', 'kondisi', 'ya']",nkri harga nego miskin pelihara bikin bijak waras rakyat protes protes perut kosong leleh terima bansos turut kondisi ya
Bodo amat,Bodo amat,bodo amat,bodo amat,"['bodo', 'amat']",['bodo'],bodo
Rekam data retina,Rekam data retina,rekam data retina,rekam data retina,"['rekam', 'data', 'retina']","['rekam', 'data', 'retina']",rekam data retina
Perasaan data kita di kominfo udah jebol diluar negri ??,Perasaan data kita di kominfo udah jebol diluar negri ,perasaan data kita di kominfo udah jebol diluar negri ,perasaan data kita di kominfo sudah jebol diluar negeri,"['perasaan', 'data', 'kita', 'di', 'kominfo', 'sudah', 'jebol', 'diluar', 'negeri']","['perasaan', 'data', 'kominfo', 'jebol', 'diluar', 'negeri']",asa data kominfo jebol luar negeri
Sdm konoha lebih parah dr prindavan,Sdm konoha lebih parah dr prindavan,sdm konoha lebih parah dr prindavan,sdm konoha lebih parah dari prindavan,"['sdm', 'konoha', 'lebih', 'parah', 'dari', 'prindavan']","['sdm', 'konoha', 'parah', 'prindavan']",sdm konoha parah prindavan
Kita punya ribuan triliun harusnya bisa menciptakan ribuan pekerjaan untuk rakyat !,Kita punya ribuan triliun harusnya bisa menciptakan ribuan pekerjaan untuk rakyat ,kita punya ribuan triliun harusnya bisa menciptakan ribuan pekerjaan untuk rakyat ,kita punya ribuan triliun harusnya bisa menciptakan ribuan pekerjaan untuk rakyat,"['kita', 'punya', 'ribuan', 'triliun', 'harusnya', 'bisa', 'menciptakan', 'ribuan', 'pekerjaan', 'untuk', 'rakyat']","['ribuan', 'triliun', 'menciptakan', 'ribuan', 'pekerjaan', 'rakyat']",ribu triliun cipta ribu kerja rakyat
"Beras krisis bisa di cari, 60,3% kemiskinan ya malu le",Beras krisis bisa di cari  kemiskinan ya malu le,beras krisis bisa di cari  kemiskinan ya malu le,beras krisis bisa di cari kemiskinan ya malu boleh,"['beras', 'krisis', 'bisa', 'di', 'cari', 'kemiskinan', 'ya', 'malu', 'boleh']","['beras', 'krisis', 'cari', 'kemiskinan', 'ya', 'malu']",beras krisis cari miskin ya malu
"Namanya SDM rendah... kepengen dapat duit instan ya bgitu... dulu manusia jual diri jdi budak, sekarang manusia jual data diri... sebagai budak perusahaan...",Namanya SDM rendah kepengen dapat duit instan ya bgitu dulu manusia jual diri jdi budak sekarang manusia jual data diri sebagai budak perusahaan,namanya sdm rendah kepengen dapat duit instan ya bgitu dulu manusia jual diri jdi budak sekarang manusia jual data diri sebagai budak perusahaan,namanya sdm rendah kepengen dapat duit instan ya begitu dulu manusia jual diri jadi budak sekarang manusia jual data diri sebagai budak perusahaan,"['namanya', 'sdm', 'rendah', 'kepengen', 'dapat', 'duit', 'instan', 'ya', 'begitu', 'dulu', 'manusia', 'jual', 'diri', 'jadi', 'budak', 'sekarang', 'manusia', 'jual', 'data', 'diri', 'sebagai', 'budak', 'perusahaan']","['namanya', 'sdm', 'rendah', 'kepengen', 'duit', 'instan', 'ya', 'manusia', 'jual', 'budak', 'manusia', 'jual', 'data', 'budak', 'perusahaan']",nama sdm rendah ken duit instan ya manusia jual budak manusia jual data budak usaha
"apakah tahu codingan sebuah aplikasi  , tidak mengirim data secara sembunyi ? apa bisa memastikan aman , apa tahu isi sebuah aplikasi sedangkan aplikasi itu bukan milik kita? jangan cuma katanya katanya aman doang",apakah tahu codingan sebuah aplikasi   tidak mengirim data secara sembunyi  apa bisa memastikan aman  apa tahu isi sebuah aplikasi sedangkan aplikasi itu bukan milik kita jangan cuma katanya katanya aman doang,apakah tahu codingan sebuah aplikasi   tidak mengirim data secara sembunyi  apa bisa memastikan aman  apa tahu isi sebuah aplikasi sedangkan aplikasi itu bukan milik kita jangan cuma katanya katanya aman doang,apakah tahu codingan sebuah aplikasi tidak mengirim data secara sembunyi apa bisa memastikan aman apa tahu isi sebuah aplikasi sedangkan aplikasi itu bukan milik kita jangan cuma katanya katanya aman doang,"['apakah', 'tahu', 'codingan', 'sebuah', 'aplikasi', 'tidak', 'mengirim', 'data', 'secara', 'sembunyi', 'apa', 'bisa', 'memastikan', 'aman', 'apa', 'tahu', 'isi', 'sebuah', 'aplikasi', 'sedangkan', 'aplikasi', 'itu', 'bukan', 'milik', 'kita', 'jangan', 'cuma', 'katanya', 'katanya', 'aman', 'doang']","['codingan', 'aplikasi', 'mengirim', 'data', 'sembunyi', 'aman', 'isi', 'aplikasi', 'aplikasi', 'milik', 'aman', 'doang']",codingan aplikasi kirim data sembunyi aman isi aplikasi aplikasi milik aman doang
Bukti  gagalnya pemerintah  dlm  menangani  kemiskinan  terbukti  75 %  rakyatnya miskin,Bukti  gagalnya pemerintah  dlm  menangani  kemiskinan  terbukti     rakyatnya miskin,bukti  gagalnya pemerintah  dlm  menangani  kemiskinan  terbukti     rakyatnya miskin,bukti gagalnya pemerintah dalam menangani kemiskinan terbukti rakyatnya miskin,"['bukti', 'gagalnya', 'pemerintah', 'dalam', 'menangani', 'kemiskinan', 'terbukti', 'rakyatnya', 'miskin']","['bukti', 'gagalnya', 'pemerintah', 'menangani', 'kemiskinan', 'terbukti', 'rakyatnya', 'miskin']",bukti gagal perintah tangan miskin bukti rakyat miskin
Jangan lakuin ya bahaya untuk data datamu. Resiko Identitasmu bisa disalahgunakan.,Jangan lakuin ya bahaya untuk data datamu Resiko Identitasmu bisa disalahgunakan,jangan lakuin ya bahaya untuk data datamu resiko identitasmu bisa disalahgunakan,jangan melakukan ya bahaya untuk data datamu resiko identitasmu bisa disalahgunakan,"['jangan', 'melakukan', 'ya', 'bahaya', 'untuk', 'data', 'datamu', 'resiko', 'identitasmu', 'bisa', 'disalahgunakan']","['ya', 'bahaya', 'data', 'datamu', 'resiko', 'identitasmu', 'disalahgunakan']",ya bahaya data data resiko identitas disalahgunakan
"Tanpa ikut worldcoin pun, data kalian sudah bocor melalui aplikasi google yang kalian gunakan",Tanpa ikut worldcoin pun data kalian sudah bocor melalui aplikasi google yang kalian gunakan,tanpa ikut worldcoin pun data kalian sudah bocor melalui aplikasi google yang kalian gunakan,tanpa ikut worldcoin pun data kalian sudah bocor melalui aplikasi google yang kalian gunakan,"['tanpa', 'ikut', 'worldcoin', 'pun', 'data', 'kalian', 'sudah', 'bocor', 'melalui', 'aplikasi', 'google', 'yang', 'kalian', 'gunakan']","['worldcoin', 'data', 'bocor', 'aplikasi', 'google']",worldcoin data bocor aplikasi google
Orang miskin wajib vaksitomi,Orang miskin wajib vaksitomi,orang miskin wajib vaksitomi,orang miskin wajib vaksitomi,"['orang', 'miskin', 'wajib', 'vaksitomi']","['orang', 'miskin', 'wajib', 'vaksitomi']",orang miskin wajib vaksitomi
Bukti negara gagal,Bukti negara gagal,bukti negara gagal,bukti negara gagal,"['bukti', 'negara', 'gagal']","['bukti', 'negara', 'gagal']",bukti negara gagal
Yang perlu di waspadai itu Berikan Sekolah Blockchain dan Ai diindonesia sejak dini biar ga dikit2 panik karena ketidaktahuan,Yang perlu di waspadai itu Berikan Sekolah Blockchain dan Ai diindonesia sejak dini biar ga dikit panik karena ketidaktahuan,yang perlu di waspadai itu berikan sekolah blockchain dan ai diindonesia sejak dini biar ga dikit panik karena ketidaktahuan,yang perlu di waspadai itu berikan sekolah blockchain dan ai diindonesia sejak dini biar tidak dikit panik karena ketidaktahuan,"['yang', 'perlu', 'di', 'waspadai', 'itu', 'berikan', 'sekolah', 'blockchain', 'dan', 'ai', 'diindonesia', 'sejak', 'dini', 'biar', 'tidak', 'dikit', 'panik', 'karena', 'ketidaktahuan']","['waspadai', 'sekolah', 'blockchain', 'ai', 'diindonesia', 'biar', 'dikit', 'panik', 'ketidaktahuan']",waspada sekolah blockchain ai indonesia biar dikit panik ketidaktahuan
"Orang miskin dimakan orang kaya, orang bodoh dimakan orang pintar. 🙄",Orang miskin dimakan orang kaya orang bodoh dimakan orang pintar ,orang miskin dimakan orang kaya orang bodoh dimakan orang pintar ,orang miskin dimakan orang kayak orang bodoh dimakan orang pintar,"['orang', 'miskin', 'dimakan', 'orang', 'kayak', 'orang', 'bodoh', 'dimakan', 'orang', 'pintar']","['orang', 'miskin', 'dimakan', 'orang', 'kayak', 'orang', 'bodoh', 'dimakan', 'orang', 'pintar']",orang miskin makan orang kayak orang bodoh makan orang pintar
Tanda SDM nya Ai masih rendah diindonesia. World tidak meminta data lain yang bisa dipalsukan . Mereka hanya ingin bukti manusia diretina mata yang setiap manusia berbeda seperti Sidik jari,Tanda SDM nya Ai masih rendah diindonesia World tidak meminta data lain yang bisa dipalsukan  Mereka hanya ingin bukti manusia diretina mata yang setiap manusia berbeda seperti Sidik jari,tanda sdm nya ai masih rendah diindonesia world tidak meminta data lain yang bisa dipalsukan  mereka hanya ingin bukti manusia diretina mata yang setiap manusia berbeda seperti sidik jari,tanda sdm ya ai masih rendah diindonesia world tidak meminta data lain yang bisa dipalsukan mereka hanya ingin bukti manusia diretina mata yang setiap manusia berbeda seperti sidik jari,"['tanda', 'sdm', 'ya', 'ai', 'masih', 'rendah', 'diindonesia', 'world', 'tidak', 'meminta', 'data', 'lain', 'yang', 'bisa', 'dipalsukan', 'mereka', 'hanya', 'ingin', 'bukti', 'manusia', 'diretina', 'mata', 'yang', 'setiap', 'manusia', 'berbeda', 'seperti', 'sidik', 'jari']","['tanda', 'sdm', 'ya', 'ai', 'rendah', 'diindonesia', 'world', 'data', 'dipalsukan', 'bukti', 'manusia', 'diretina', 'mata', 'manusia', 'berbeda', 'sidik', 'jari']",tanda sdm ya ai rendah indonesia world data palsu bukti manusia retina mata manusia beda sidik jari
